ID,MP ID,MP name,party,city,row_number,invoice_reference,invoice_issue_date,provider,provider_U,product,purpose,purpose_CAT,payment_date,net_amount,VAT_amount,gross_amount,claimed_amount,links
6517,646,Dr. Léhmann György,ÉLŐLÁNC,Siófok,10.0,150006229,2014-03-27,Magyar Posta Zrt.,MAGYAR POST ZRT,reklámanyag terjesztés,szóróanyag terjesztés,K342,2014-04-03,9800.0,2646.0,12446.0,12446.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTzV3LWNpLUJNQnc/view?usp=drivesdk
7115,918,Rába Kálmán,JOBBIK,Sárvár,10.0,CSUB21/2014,2014-03-27,Csepreg Város Önkormányzata,CSEPREG VÁROS ÖNKORMÁNYZATA,hirdetés,"K342 a választópolgárok meggyőzésére irányuló plakátok  hirdetési, és kihelyezési díja",K342,2014-03-25,3000.0,0.0,3000.0,3000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7116,918,Rába Kálmán,JOBBIK,Sárvár,11.0,YK2EB3765369,2014-03-05,Pityer-Csárda,PITYER-CSÁRDA,éttermi szolgáltatás,K332 kampányfőnökkel való szakmai egyeztetés során igénybe vett éttermi szolgáltatás díja,K332,2014-03-05,7300.0,2700.0,10000.0,10000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7117,918,Rába Kálmán,JOBBIK,Sárvár,12.0,B12EA5365804,2014-03-05,BreezeEurop Kft,BREEZEEUROP KFT,ruházat,"K312/c a plakátoláshoz használt ragasztóanyag káros hatásainak kivédéshez szükséges védőruházat (kesztyű, felső ruházat)",K312E,2014-03-05,11607.0,4293.0,15900.0,15900.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7118,918,Rába Kálmán,JOBBIK,Sárvár,13.0,DP-2014-643,2014-03-20,Vass-Uzsoki Kft.,VASS-UZSOKI KFT,mágnesmatrica,K342 a képviselő tevékenységét bemutató mágnesmatrica autóra,K342,2014-03-20,18071.0,4879.0,22950.0,22950.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7119,918,Rába Kálmán,JOBBIK,Sárvár,14.0,B12EA5788447,2014-03-05,Cerka Bt.,CERKA BT,irodaszer,K312/b a kampány során fellépő adminisztrációs munkákat segítő irodaszerek,K312B,2014-03-05,10099.0,2726.0,12825.0,12825.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7120,918,Rába Kálmán,JOBBIK,Sárvár,15.0,YK2SA3202219,2014-03-14,Jurisics-vár és Művelődési Központ,JURISICS-VÁR  ÉS MŰVELŐDÉSI KÖZPONT,hirdetés,K342 a választüpolgárok meggyőzésére szolgál plakátok kihelyezése a városi hirdetőtáblán,K342,2014-03-14,7873.0,2126.0,9999.0,9999.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7121,918,Rába Kálmán,JOBBIK,Sárvár,16.0,B12EA5494183,2014-03-22,Rubi66 Bt.,RUBI 66 BT,terembérlet (2 alkalom),"K333: kétalkalomra szóló terembérleti díj. Két napos szakmai konferenciát rendeztünk a térség vállalkozóinak annak érdekében, hogy tevékenységünket ismertessük velük, és meggyőzzük őket arról, hogy problémáik megoldására a Jobbik nyújthat érdemi megoldást",K333,2014-03-22,47244.0,12756.0,60000.0,60000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7122,918,Rába Kálmán,JOBBIK,Sárvár,17.0,B12EA5494167,2014-03-15,RUBI 66 Bt.,RUBI 66 BT,terembérlet (2 alkalom) ,"K333 két alkalomra szóló terembérleti díj. Két napos szakmai konferenciát rendeztünk a térség devizahiteleseinekannak érdekében, hogy tevékenységünket ismertessük velük, és meggyőzzük őket arról, hogy problémáik megoldására a Jobbik nyújthat érdemi megoldást.",K333,2014-03-15,47244.0,12756.0,60000.0,60000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7123,918,Rába Kálmán,JOBBIK,Sárvár,18.0,DSZ-42,2014-03-31,Varga György e.v.,VARGA GYÖRGY EV,"nyomtatópatron, toner","K312/c a településeken a postaládákba eljutattottt lakossági fórumokra szóló személyes meghívók nyomtatására használt toner, nyomtatópatron",K312C,2014-03-31,14622.0,3948.0,18570.0,18570.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7124,918,Rába Kálmán,JOBBIK,Sárvár,19.0,AJ 7E-F021951,2014-04-01,Varga György e.v.,VARGA GYÖRGY EV,"nyomtatópatron, toner","K312/c a településeken a postaládákba eljutattottt lakossági fórumokra szóló személyes meghívók nyomtatására használt toner, nyomtatópatron",K312C,2014-03-18,34370.0,9280.0,43650.0,43650.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7125,918,Rába Kálmán,JOBBIK,Sárvár,20.0,SM-2014/453,2014-03-05,Varga György e.v.,VARGA GYÖRGY EV,"nyomtatópatron, toner","K312/c a településeken a postaládákba eljutattottt lakossági fórumokra szóló személyes meghívók nyomtatására használt toner, nyomtatópatron",K312C,2014-03-05,26622.0,7188.0,33810.0,33810.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7126,918,Rába Kálmán,JOBBIK,Sárvár,21.0,601000532/4103/00015,2014-04-05,MOL Nyrt,MOL,gázolaj,K312: Kőszeg-Szentgotthárd; Kőszeg-Celldömölk; Kőszeg-Zsédeny 400km,K312D,2014-04-05,7417.0,2002.0,9419.0,9419.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7127,918,Rába Kálmán,JOBBIK,Sárvár,22.0,601000532/4096/00012,2014-03-04,MOL Nyrt.,MOL,gázolaj,K312 Kőszeg-Budapest;Kőszeg-Sárvár; Kőszeg-Csénye 750 km,K312D,2014-03-04,16835.0,4545.0,21380.0,21380.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7128,918,Rába Kálmán,JOBBIK,Sárvár,23.0,601000532/4077/00009,2014-03-12,MOL Nyrt.,MOL,gázolaj,K312: Kőszeg-Répcelak; Kőszeg-Mersevát; Kőszeg-Ölbő; Kőszeg-Vönöck; Kőszeg-Simaság;Kőszeg-Sárvár; Kőszeg-Bő 750 km,K312D,2014-03-01,16600.0,4481.0,21081.0,21081.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7129,918,Rába Kálmán,JOBBIK,Sárvár,24.0,601000532/4082/00027,2014-03-17,MOL NYRT,MOL,gázolaj,K312 Kőszeg-Győr; Kőszeg-Szergémy; Kőszeg-Lőcs; Kőszeg-Sárvár; Kőszeg-Acsád; Kőszeg-Szentgotthárd; Kőszeg-Bük 600 km,K312D,2014-03-17,15786.0,4261.0,20047.0,20047.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7130,918,Rába Kálmán,JOBBIK,Sárvár,25.0,615001344/2708/00004,2014-04-05,Tesco Zrt.,TESCO ZRT,fénymásoló papír,K312/b fénymásolópapír a szórólapokhoz,K312B,2014-04-05,1723.0,465.0,2188.0,2188.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7131,918,Rába Kálmán,JOBBIK,Sárvár,26.0,601000532/4093/00011,2014-03-27,MOL Nyrt.,MOL,gázolaj,K312 Kőszeg-Budapest; Kőszeg-Mosonmagyaróvár; Kőszeg-Celldömölk 700 km,K312D,2014-03-27,14838.0,4006.0,18844.0,18844.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7132,918,Rába Kálmán,JOBBIK,Sárvár,27.0,601000532/4099/00021,2014-04-01,MOL Nyrt,MOL,gázolaj,K312 Kőszeg-Budapest; Kőszeg-Sárvár; Kőszeg-Pápoc 650 km,K312D,2014-04-01,13772.0,3718.0,17490.0,17490.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7133,918,Rába Kálmán,JOBBIK,Sárvár,28.0,601000532/4100/00021,2014-04-02,MOL Nyrt,MOL,gázolaj,K312 Kőszeg-Répcelak; Kőszeg-Rábapaty; Kőszeg-Kenyeri; Kőszeg-Kemenesmagasi; Kőszeg-Sárvár; Kőszeg-Celldömölk   750 km,K312D,2014-04-02,17044.0,4601.0,21645.0,21645.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7134,918,Rába Kálmán,JOBBIK,Sárvár,29.0,601000532/410/00022,2014-04-04,MOL Nyrt.,MOL,gázolaj,K312 Kőszeg-Bozsok; Kőszeg-Jákfa; Kőszeg-Uraiújfalu; Kőszeg-Sárvár; Kőszeg-Nick; Kőszeg-Celldömölk; Kőszeg-Csönge; Kőszeg-Körmend 700 km,K312D,2014-04-04,14434.0,3897.0,18331.0,18331.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7135,918,Rába Kálmán,JOBBIK,Sárvár,30.0,YK2SA3202220,2014-03-14,Jurisics-vár és Művelődési Központ,JURISICS-VÁR  ÉS MŰVELŐDÉSI KÖZPONT,terembérlet,K333 Volner János lakossági fórumára bérelt Lovagterem bérleti díja,K333,2014-03-14,29200.0,10800.0,40000.0,40000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7136,918,Rába Kálmán,JOBBIK,Sárvár,31.0,NICK-0040/014,2014-03-17,Nick Község Önkormányzata,NICK KÖZSÉG ÖNKORMÁNYZATA,terembérlet,K333 a községben  tartott lakossági fórumnak helyt adó Művelődési Ház bérleti díja,K333,2014-03-17,2362.0,638.0,3000.0,3000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7137,918,Rába Kálmán,JOBBIK,Sárvár,32.0,16243569,2014-04-02,Pannon Lapok Társasága Kiadó Kft.,PANNON LAPOK TÁRSASÁGA KIADÓ KFT,Vas Népe előfizetés,K311/c a napi tájékozódást elősegítő megyei folyóirat előfizetése,K311C,2014-03-18,25133.0,1257.0,26390.0,26390.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7138,918,Rába Kálmán,JOBBIK,Sárvár,33.0,DHUF-00002228633,2014-03-27,Shopline Nyrt,SHOPLINE NYRT,szakkönyv,K311/c a kampánysorán munkámat segítő szakmai tartalmú könyv ellenértéke,K311C,2014-03-27,2690.0,0.0,2690.0,2690.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7139,918,Rába Kálmán,JOBBIK,Sárvár,34.0,B12SA0475880,2014-03-28,Kőszegkönyv Kft,KŐSZEGKÖNYV KFT,szakkönyv,K311/c a kampány során munkámat segítő szakmai tartalmú könyvek ellenértéke (vidékfejlesztés helyi gazdaságfejlesztés témakörben),K311C,2014-03-28,29450.0,1550.0,31000.0,31000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7140,918,Rába Kálmán,JOBBIK,Sárvár,35.0,200/2014,2014-03-27,DOC Hungary Kft.,DOC HUNGARY KFT,"kiadvány, plakát, szórólap","K342 munkámat, legfőbb célkitűzéseimet népszerűsítő és magánéletemet bemutató kiadványok",K342,2014-03-27,163250.0,44078.0,207328.0,207328.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7141,918,Rába Kálmán,JOBBIK,Sárvár,36.0,226/2014,2014-04-03,DOC Hungary Kft. ,DOC HUNGARY KFT,kiadvány,"K34 munkámat, legfőbb célkitűzéseimet népszerűsítő és magánéletemet bemutató kiadvány
",K342,2014-04-03,48000.0,12960.0,60960.0,60960.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7142,918,Rába Kálmán,JOBBIK,Sárvár,37.0,NQ9SB5453220,2014-03-25,MESTER-KER,MESTER KER KFT,reklám,K342 a választókerületre vonatkozó legfőbb célkitűzéseimet tartalmazó  óriásplakátok díja,K342,2014-03-26,62100.0,16767.0,78867.0,78867.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7143,918,Rába Kálmán,JOBBIK,Sárvár,38.0,SU1SA3863517,2014-03-20,Talabér István e.v.,TALABÉR ISTVÁN,"hirdetés, plakát","K342 a választópolgárok meggyőzésére irányuló plakátok hirdetési, és kihelyezési díja",K342,2014-03-21,85000.0,0.0,85000.0,85000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7144,918,Rába Kálmán,JOBBIK,Sárvár,39.0,CSUB21/2014,2014-03-27,Csepreg Város Önkormányzata,CSEPREG VÁROS ÖNKORMÁNYZATA,hirdetés,"K342 a választópolgárok meggyőzésére irányuló plakátok hirdetési, és kihelyezési díja",K342,2014-03-25,3000.0,0.0,3000.0,3000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7145,918,Rába Kálmán,JOBBIK,Sárvár,40.0,YK2EB3765369,2014-03-05,Pityer-Csárda,PITYER-CSÁRDA,éttermi szolgáltatás,K332 a kampányfőnökkel való szakmai egyeztetés során igénybe vett éttermi szolgáltatás díja,K332,2014-03-05,7894.0,2125.0,10000.0,10000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7146,918,Rába Kálmán,JOBBIK,Sárvár,41.0,B12EA5365804,2014-03-05,BreezeEurop Kft.,BREEZEEUROP KFT,ruházat,"K312/e a plakátoláshoz használt ragasztóanyag káros hatásainak kivédéséhez szükséges védőruházat (kesztyű, felső ruházat)",K312E,2014-03-05,12520.0,3380.0,15900.0,15900.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7147,918,Rába Kálmán,JOBBIK,Sárvár,42.0,DP-2014-643,2014-03-20,Vass-Uzsoki Kft,VASS-UZSOKI KFT,mágnesmatrica ,K342 képviselő tevékenységét bemutató mágnesmatrica a személyautóra,K342,2014-03-20,18071.0,4879.0,22950.0,22950.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7148,918,Rába Kálmán,JOBBIK,Sárvár,43.0,B12EA5788447,2014-03-05,Cerka Bt.,CERKA BT,irodaszer,K312/b a kampány során fellépő adminisztrációs munkákat segítő irodaszerek,K312B,2014-03-05,9363.0,3462.0,12825.0,12825.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7149,918,Rába Kálmán,JOBBIK,Sárvár,44.0,YK2SA3202219,2014-03-14,Jurisics-vár és Művelődési Központ ,JURISICS-VÁR  ÉS MŰVELŐDÉSI KÖZPONT,hirdetés,K342 a választópolgárol meggyőzésére szolgáló plakátok kihelyezése a városi hirdetőtáblára,K342,2014-03-14,7873.0,2126.0,9999.0,9999.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7150,691,Mányi István,MAGYAR CSELEKVŐ PÁRT,Kecskemét,2.0,5204774,2014-03-24,SZLANKÓ MÁRIA e.v.,SZLANKÓ MÁRIA EV,Hibás adatok visszat.,K321 Informatikai Szolg.,,2014-03-28,375000.0,0.0,375000.0,375000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfdWlpQVVWNFFtSEU/view?usp=drivesdk
7151,691,Mányi István,MAGYAR CSELEKVŐ PÁRT,Kecskemét,3.0,,2014-03-24,,,,,,2014-04-03,15000.0,0.0,15000.0,15000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfdWlpQVVWNFFtSEU/view?usp=drivesdk
7152,691,Mányi István,MAGYAR CSELEKVŐ PÁRT,Kecskemét,4.0,,2014-03-26,,,,,,2014-04-03,81000.0,0.0,81000.0,81000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfdWlpQVVWNFFtSEU/view?usp=drivesdk
7153,691,Mányi István,MAGYAR CSELEKVŐ PÁRT,Kecskemét,5.0,,2014-03-27,,,,,,2014-04-03,315000.0,0.0,315000.0,315000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfdWlpQVVWNFFtSEU/view?usp=drivesdk
4117,918,Rába Kálmán,JOBBIK,Sárvár,1.0,YK2SA3202220,2014-03-14,Jurisics-vár  és Művelődési Központ,JURISICS-VÁR  ÉS MŰVELŐDÉSI KÖZPONT,terembérlet,K333 Volner János lakossági fórumára bérelt Lovagterem bérleti díja. ,K333,2014-03-14,31496.0,8504.0,40000.0,40000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7154,918,Rába Kálmán,JOBBIK,Sárvár,45.0,615001344/2708/00004,2014-03-22,TESCO ZRT,TESCO ZRT,Fénymásoló Papír,K312/b Fénymásolópapír a szórólapokhoz,K312B,2014-03-22,43800.0,16200.0,60000.0,60000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7155,918,Rába Kálmán,JOBBIK,Sárvár,46.0,,2014-03-15,,,,,,2014-03-15,43800.0,16200.0,60000.0,60000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7156,918,Rába Kálmán,JOBBIK,Sárvár,47.0,,2014-03-31,,,,,,2014-03-31,14622.0,3948.0,18570.0,18570.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7157,918,Rába Kálmán,JOBBIK,Sárvár,48.0,,2014-04-01,,,,,,2014-03-18,34370.0,9280.0,43650.0,43650.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7158,918,Rába Kálmán,JOBBIK,Sárvár,49.0,,2014-03-05,,,,,,2014-03-05,26622.0,7188.0,33810.0,33810.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7159,918,Rába Kálmán,JOBBIK,Sárvár,50.0,,2014-03-27,,,,,,2014-03-27,14838.0,4006.0,18884.0,18844.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7160,918,Rába Kálmán,JOBBIK,Sárvár,51.0,,2014-04-01,,,,,,2014-04-01,13772.0,3718.0,17490.0,17490.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7161,918,Rába Kálmán,JOBBIK,Sárvár,52.0,,2014-04-02,,,,,,2014-04-02,17044.0,4601.0,21645.0,21645.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7162,918,Rába Kálmán,JOBBIK,Sárvár,53.0,,2014-04-04,,,,,,2014-04-04,14434.0,3897.0,18331.0,18331.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7163,918,Rába Kálmán,JOBBIK,Sárvár,54.0,,2014-04-05,,,,,,2014-04-05,7417.0,2002.0,9419.0,9419.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7164,918,Rába Kálmán,JOBBIK,Sárvár,55.0,,2014-03-04,,,,,,2014-03-04,16835.0,4545.0,21380.0,21380.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7165,918,Rába Kálmán,JOBBIK,Sárvár,56.0,,2014-03-12,,,,,,2014-03-12,16600.0,4481.0,21081.0,21081.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7166,918,Rába Kálmán,JOBBIK,Sárvár,57.0,,2014-03-17,,,,,,2014-03-17,15786.0,4261.0,20047.0,20047.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7167,918,Rába Kálmán,JOBBIK,Sárvár,58.0,,2014-04-08,,,,,,2014-04-05,1598.0,590.0,2188.0,2188.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRC1HYzhIaUR2NUU/view?usp=drivesdk
7084,737,Lázi Zoltán,MCP,Tiszaújváros,1.0,0823/00245,2014-03-12,UNIÓCOOP KFT,UNIO COOP ZRT,vegyes élelmiszer,kampánycélra,K312A,2014-03-12,23582.0,,23582.0,23582.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7087,737,Lázi Zoltán,MCP,Tiszaújváros,5.0,00212/000282,2014-03-13,Penny Market KFT,PENNY MARKET Kft.,vegyes éellmiszer,kampánycélra,K312A,2014-03-13,42700.0,,42700.0,42700.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7089,737,Lázi Zoltán,MCP,Tiszaújváros,7.0,30212/000281,2014-03-13,PEnny Market KFT,PENNY MARKET Kft.,vegyes élelmiszer,kampánycélra,K312A,2014-03-13,35775.0,,35775.0,357765.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7091,737,Lázi Zoltán,MCP,Tiszaújváros,2.0,00074480,2014-03-11,kitakart,KITAKARVA,vegyes élelmiszer,kampánycélra,K312A,2014-03-11,7500.0,,7500.0,7500.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7094,737,Lázi Zoltán,MCP,Tiszaújváros,1.0,4588/00358,2014-03-14,MOL NYrt,MOL,benzin,kampány,K312D,2014-03-14,10506.0,,10506.0,10506.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7096,737,Lázi Zoltán,MCP,Tiszaújváros,3.0,1880/00261,2014-03-14,Tesco Globál Zrt,TESCO ZRT,vegyes élelmiszer,kampánycélra,K312A,2014-03-14,27362.0,,27362.0,27362.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7099,737,Lázi Zoltán,MCP,Tiszaújváros,6.0,1880/00041,2014-03-14,TESCO GLobál Zrt,TESCO ZRT,vegyes élelmiszer,kampánycélra,K312A,2014-03-14,31210.0,,31210.0,31210.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7102,737,Lázi Zoltán,MCP,Tiszaújváros,2.0,1285/00200,2014-03-14,UNIÓCOOP Zrt,UNIO COOP ZRT,vegyes élelmiszer,kampánycélra,K312A,2014-03-14,2149.0,,2149.0,2149.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7105,737,Lázi Zoltán,MCP,Tiszaújváros,5.0,0596/00231,2014-03-15,BENZOL Kft,BENZOL KFT,benzin,kampánycélra,K312D,2014-03-15,12021.0,,12021.0,12021.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7108,737,Lázi Zoltán,MCP,Tiszaújváros,8.0,2574/00187,2014-03-10,OMV Hungaria Kft,OMV,benzin,kampánycélra,K312D,2014-03-10,10196.0,,10196.0,10196.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7110,737,Lázi Zoltán,MCP,Tiszaújváros,2.0,2264/00071,2014-03-10,Tesco Globál,TESCO ZRT,technikai felsz.,kampánytechinka,,2014-03-10,31980.0,,31980.0,31980.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
7168,737,Lázi Zoltán,MCP,Tiszaújváros,3.0,2668/00002,2014-03-10,TESCO Globál Zrt,TESCO ZRT,vegyes élelmiszer,kampány élelmiszer,K312A,2014-03-10,10000.0,,10000.0,10000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfb09oWGkzeURoWk0/view?usp=drivesdk
5763,1060,Varga Tamás,A HAZA NEM ELADÓ MOZGALOM PÁRT,Budakeszi,33.0,2109405,2014-03-31,Color Aktiv Kft,COLOR AKTIV KFT,ragasztoanyagok,reklamanyag,K313,2014-03-31,1661.0,448.0,2110.0,2110.0,"https://drive.google.com/file/d/0B1ve-jHPt_yfSnZ3NVVVS0xfZ3c/view?usp=drivesdk,
https://drive.google.com/file/d/0B1ve-jHPt_yfVE9nc3JtYVVydTQ/view?usp=drivesdk"
2506,840,Frank-Csipak Csaba,MCF,Szeged,3.0,TM1SA5711328,2014-01-20,IQ BUSSINES-SYSTEM Kft.,IQ BUSINESS-SYSTEM KFT,A7 színes szórólap tervezése és nyomdai előállítása,"választópolgárok motiválása a szavazatok érdekében
K342 Reklám- és propagandakiadások",K342,2014-03-21,120000.0,0.0,120000.0,120000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZXFPZkdndGNaTDA/view?usp=drivesdk
2512,840,Frank-Csipak Csaba,MCF,Szeged,9.0,TM1SA5711334,2014-01-22,IQ BUSINESS-SYSTEM Kft.,IQ BUSINESS-SYSTEM KFT,"Marketingkampány szervezése, lebonyolítása Szeged-Diófa","választópolgárok motiválása a szavazatok érdekében
K342 Reklám- és propagandakiadások",K342,2014-03-24,80000.0,0.0,80000.0,80000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZXFPZkdndGNaTDA/view?usp=drivesdk
7172,664,Csendesné Murányi Ibolya Julianna,"MSZP,EGYÜTT,DK,PM,MLP",Barcs,34.0,YK28A3396833,2014-03-06,ZSIBREN ÉS TÁRSA BT.,ZSIBREK ÉS TRSA BT,MLSZ: NP 454653,AUTÓBUSZ KÖLTSÉG,,2014-04-01,23600.0,6372.0,29972.0,29972.0,https://drive.google.com/file/d/0B1ve-jHPt_yfSDB6NGNxNktVTEk/view?usp=drivesdk
6906,1009,Zábráczki László,JOBBIK,Dabas,9.0,000168/2014,2014-03-13,INVESZT-MÉDIA KFT,INVESZT-MÉDIA KFT,szórólap,szórólap gyártás,K342,,98160.0,26503.0,124663.0,124663.0,https://drive.google.com/file/d/0B1ve-jHPt_yfLV9QRWdidjgzbVk/view?usp=drivesdk
6909,1009,Zábráczki László,JOBBIK,Dabas,12.0,2014/V00003,2014-03-20,Petőfi Műv. Ház,PETŐFI MŰV HÁZ,terembérlet,lak.fórum,K333,,10075.0,425.0,10500.0,10500.0,https://drive.google.com/file/d/0B1ve-jHPt_yfLV9QRWdidjgzbVk/view?usp=drivesdk
6912,1009,Zábráczki László,JOBBIK,Dabas,15.0,3079212,2014-03-21,Gyergyó E.V.,GYERGYÓ EV,szórólap terjesztés,szórólap terjesztés,K342,,100000.0,27000.0,127000.0,127000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfLV9QRWdidjgzbVk/view?usp=drivesdk
